text,category
assalamualaikum doctor . My throat is burning and paining very much for 3 days . Can you please suggest what should I do now,symptoms
"গ্রাহক , ডাক্তার ভাইকে প্রশ্ন করার জন্য আপনাকে ধন্যবাদ । আপনি কিছুদিন অপেক্ষা করুন । মাসিক২১ - ৩৬ দিনের মধ্যে হতে পারে । প্রেগ্নন্যান্সি টেস্ট করাতে পারেন । যদি নেগেটিভ আসে তাহলে অবশ্যই ঔষধ সেবন করতে হবে । ধন্যবাদ ।",doctor
"শরীর সব সময় সাভাবিকের থেকে বেশি গরম থাকে , এতে কি কোন সমস্যা হয় , কেন হয় ? কিভাবে দূর করতে পারি ? ?",symptoms
"আমার মেয়ে বয়স ১০ বছর প্রায় ১বৎসর যাবৎ বিভিন্ন যায়গায় মেডিসিন , শিশু , কিডনি শেষ শিশুহাসপাতালে পেডিয়েট্রিকস ও সার্জারি বিভাগেও ডাক্তার দেখিয়েছি সকল প্রকার ব্লাড , আলট্রাস্নোগ্রাম ও এন্ডোসকপি করিয়েছি সব রির্পোট নরমাল সব ডাক্তার রির্পোট দেখে শুধু গেসটিকের আর কিমির ঔষধ ছাড়া কিছুই দেয় না আর কিছু খাবারের নিয়ম দেয় তাদের সাজেশন মতই চলি কিন্তুু কিছুতেই পেট ব্যাথা কমে না রাএে ব্যাথা বেশি হয় দিনে কম থাকে ব্যাথা নাভির চারপাশেই থাকে এখন আমরা কি করতে পারি কোথায় গেলে সমাধান পাব জানালে উপকৃত হব ।",nutrition
"গ্রাহক , ডাক্তার ভাইকে প্রশ্ন করার জন্য আপনাকে ধন্যবাদ । আপনি রোগীকে নিম্নলিখিত ঔষধগুলো খাওয়াতে পারেন - Tab . Todol 10mg ১ + ১ + ১ - - - - পায়ে ব্যথা হলে ( ভরা পেটে ) Cap . Sergel 20mg ১ + ০ + ১ - - - - ৭ দিন Tab . Calbo D ১ + ০ + ১ - - - - - ১ মাস Tab . Neuro B ১ + ০ + ১ - - - - ১ মাস এরপরও সমস্যা হলে আপনি একজন অর্থোপেডিক সার্জন এর সাথে সাক্ষাত করে তার পরামর্শ গ্রহণ করবেন । ধন্যবাদ ।",medicine
আমার ৩ দিন থাকি খুব শুকনো কাশি । রাতে দিনে সব সময় কাশি থাকতে । কাশি দিতে দিতে গলায় ব্যথা হইগেছে । এখন কি ওষুধ খাবো বলেন না স্যার ।,fever
ধন্যবাদ আপনাকে প্রশ্নের জন্য । আপনি একজন গাইনি চিকিৎসকের পরামর্শ নিন । ধন্যবাদ,doctor
একটা ভালো ময়েশ্চারাইজার ক্রীম এর নাম জানাবেন স্যার . . ? ?,medicine
আমাকে ভালো gynecologist সাজেস্ট করতে পারেন ? ?,doctor
Thank you for asking question to Daktar Bhai . Plsease do test for Covid19 & consult with a gynecologist immediately . Thank you .,doctor
"আমার জ্বর + মাথা ব্যাথা গতকাল রাতে ইনজেকশন কার পর জ্বর মাথা ব্যাথা দুটোই সেরে গেছে , , এই গুলো কি করোনার লক্ষন",fever
"আমার কোভিড - ১৯ পজিটিভ , গতকাল রাতে মেসেজে জেনেছি , বাসাতেই আলাদা রুমে আছি এখন কি কি ঔষধ খেতে হবে ?",fever
"Thank you for asking your question to daktarbhai . Vaccine dewar por oneker jor ashe , thanda lage , hate betha kore . Apnar wife er ai problem gula hotew pare abar naw hote pare . Jehetu apnader baby onek choto akhon . 1 - 2 month por dite paren .",symptoms
আমার বয়স 33 আমার ওজন 53 তবে ওজন ও শরীর এর গঠন অপেক্ষা আমার প্রেসার সবমসময় বেশি থাকে । আর খাবারের প্রতি সবসময় অরুচি থাকে । খাবারের রুচি কিভাবে বারানো জায় ? আর প্রেসার 140 / 90 r L . profile s cholesterol - 191 mg / dl s triglyceride - 182 hdl - 38 ldl - 116 এখন এটা কি সাভাবিক এর থেকে বেশি আছে নাকি নরমাল ? একটু জানালে উপকৃত হবো ধন্যবাদ ।,nutrition
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । আপনি কি বলতে চাচ্ছেন , বাচ্চার হাগু কষা ? যদি এমন হয় , তবে বাচ্চা বেশি করে সহজপাচ্য নরম খিচুড়ি খাওয়ান , বুকের দুধ ও পানি খাওয়াবেন । তারপরও অবশ্যই একজন শিশু বিশেষজ্ঞের পরামর্শ নিন । ধন্যবাদ ।",doctor
"১ সপ্তাহ যাবত মুখের ভিতর ডান দিকের টনসিলের মধ্যে কিছু আটকে আছে , সাদা / হলদে হালকা কনার মত , কোনো ব্যাথা নেই , তবে বের হচ্ছে না জিনিসটা । গিলার সময় ব্যাথা লাগে না ।",symptoms
Thank you for asking question to Daktarbhai . There are lots of reason for hairfall . Give her cap . Zif 0 + 1 + 0 - - 1 month . Tab . Floriz 1000mcg - - 0 + 1 + 0 - - - 1 month . Tab D - Rise 2000 IU - 0 + 1 + 0 - - 1 month . Drink lots of water . Eat Protien rich food like egg . meat . fish . Consulat a dermatologist physically . Thanks .,medicine
Thyroid hormone balance er problem hote pare . Thyroid specialist dekhan . Thanks,doctor
ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । জ্বী খেতে পারবেন । ৬ মাস পরপর কৃমির ঔষধ খাওয়া যায় । Tab Alben DS 400mg 1 + 0 + 0 on empty stomach for 3 days . এ ঔষধটি খেতে পারেন । ধন্যবাদ ।,medicine
A lot of gas has accumulated in the stomach . There is a lot of pain in the back because the gas does not come out . This happens from time to time . Which medicine will release gas immediately ?,symptoms
ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । আপনি Tab - Telfin 250 mg 1 + 0 + 0 ১৪ দিন খাবেন । Tab - fexo 120 mg 0 + 0 + 1 ১৪ দিন খাবেন । combiderm ointment দিনে ৩ বার মাখবেন ১ মাস ।,medicine
আমি ব্রেস্ট ক্যান্সার রোগী । গত সপ্তাহেই ১৫ টা রেডিয়েশন দিয়ে এসেছি । বেশি নাড়াচাড়ার ফলে রেডিয়েশন দোয়া স্থানের চামড়া ছিড়ে গেছে । বোশ কয়েকদিন হলো । শুকাচ্ছে না । কি করবো ?,nutrition
আমি ডায়বেটিসের রোগী । প্রায় দুই বছর আগে আমাকে ডাক্তার ডায়বেটিসের জন্য ওষুধ খেতে দিয়েছিলেন । তখন আমার ডায়বেটিস অনেক হাই ছিল । কিন্তু হঠাৎ করেই ১ বছর পরে আমার ডায়বেটিস নরমাল হয়ে যায় । তাই ডাক্তার আমাকে ওষুধ খাওয়া বন্ধ করতে বলে । কিন্তু এখন কয়েক মাস ধরে একটু কম মিষ্টি খেলে আমার ডায়বেটিস হঠাৎ করে অনেক কমে যায় ( ২ - ৪ এর মধ্যে থাকে ) আবার একটু মিষ্টি খেলেই ডায়বেটিস ৭ - ১২ এর মধ্যে চলে আসে । এখন আমার ডায়বেটিস কমা - বাড়ার মধ্যে আছে । আর আমি ডায়বেটিস বাসায় মাপি । এখন দেশের অবস্থা ভালো না তাই আমি কি করতে পারি ? ? দয়া করে জানাবেন ।,symptoms
"only sordi , gotokal theke . age 3 years . suggest pls",symptoms
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । অনেকদিন প্লাস্টার করার থাকলে এমন সমস্যা হতে পারে । আপনি ঘুমানোর সময় পা বালিশের উপর দিয়ে শুবেন । পায়ের ব্যায়াম করবেন । ফোলা কিছুদিনের ভিতর না কমলে একজন অর্থপেডিক্স ডাক্তারের পরামর্শ নিতে পারেন । ধন্যবাদ,doctor
আমার অনবরত ঘার বাএথা করে মাথা উথাতে পারিনা । এখন কি করবু । পেসার কম ৬০ / ৮০ থাকে অনেক কিচু করচি কিন্তু কিচু হচ্চে না,symptoms
নিচের পরীক্ষা করে যোগাযোগ করবেন - TSH - FT4 Dr < NAME > Mbbs,doctor
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । অনেক ধরনের ডায়েট চার্ট আছে । আপনার খাদ্যাভ্যাস এর উপর নির্ভর করে তা ঠিক করলে আপনি সবচেয়ে উপকার পাবেন । আমি আপনাকে একটি সহজ কিন্তু কার্যকর ডায়েট করার পরামর্শ দিচ্ছি , যা আপনার কাজে লাগতে পারে । আপনি charbohydrate জাতীয় খাবার যেমন ভাত , রুটি , আলু বাদ দিন । দৈনিক ১০ ঘন্টা খাবেন এবং ১৪ ঘন্টা খাবেন না ( ঘুম সহ ) । পানি খাবেন ১৪ গ্লাস । মিষ্টি , চিনি খাবেন না । ইসুপগুলের ভুষি খাবেন । আপনি প্রয়োজনে একজন ডায়েটিসিয়ান এর পরামর্শ নিতে পারেন । ধন্যবাদ",nutrition
মাঝে মাঝে আমার বুকের মাঝখানে ব্যাথা হয় এবং লম্বা সময় ৫ - ১০ মিনিট পর্যন্ত স্থায়ী হয় । এই ব্যাথা আাগেও ছিল কিন্তু ঠান্ডা লাগলে কাশি দিলে করত । এমতাবস্থায় আমার কি করণীয় ।,fever
"আমার মেয়ের বয়স ১৪ মাস ২৬ দিন । মায়ের দুধের পাশাপাশি অনান্য স্বাভাবিক খাবার খাওয়ানো হয় । কিন্তু খাবারের প্রতি তার খুব অনিহা । ডাক্তারের পরামর্শ অনুয়ায়ী Fogo vitamin ওষুধ টা খাওয়ানো হয়েছে , গতো সপ্তাহে ঐটি শেষ হলো । ➡️ এখন কি তাকে কৃমির ওষুধ খাওয়ানো যাবে ?",nutrition
Proshno korar jonno dhonnobad . unake ekjon bisheshoggo doctor dekhan regular check up r jonno edhoroner shomossha r onek karon ache ja aro bistarito vabe unake dekhe treatment dite hobe . dhonnobad .,doctor
আমার কয়েকদিন আগে পাতলা পায়খানা এবং শরিরের প্রচন্ড দূর্বলতা অনুভব হয়ছিল । ডাক্তার ডায়রিয়ার ঔষধ দিছিল এবং স্যালাইন দিছিল । কাল ২৩ - ০৫ - ২০২০ থেকে মনে হচ্ছে গলাই কিছু একটা আটকে আছে । আমি এখন কি করতে পারি ।,symptoms
আমার পেটে গ্যাস্ট্রিকের সমস্যা প্রচুর । পেট ফুলে থাকে বেশিরভাগ সময় । পায়খানা হয়না ঠিকমতো । আমি এখন কি করতে পারি ?,symptoms
"Thank you for your question Take tab . Napa500mg 1 + 1 + 1 for 2days . Tab . Nomi2 . 5mg when severe headache occurs , once a day . Use Vicks balm on forehead . Avoid light . Forcommon cold tab . Alatrol 0 + 0 + 1 for 5days . Thank you",medicine
"Amar 9tarikh theke jor danda cilo goto kal r aj kono jor nai . gola betha nai , dhanda vitore acr but pani pore na . mukhe test nai . kono kicor gondho paina . ami aj coronar symbol dieci . result 72 hours por asbe . bole rakha valo ami field level a kaj kore . amar colleague er dula vai corona positive hoe icu te mara gecen last 8tarikh a . oi collegue j corona positive cilo seta amader janai ni . ami soho 7 tarikh a tar sathe 12 jon choto 1 room a meeting koreci se mask cara cilo sara meeting a . amader 12 joner 1 jon positive asce . ami akhn ki medicine khabo . amar kono jor nai .",symptoms
"dear sir i have taken 40 tablets betanol 50 mg , 80 tabs agoxin 0 . 25 and 5 tabs paloron also 23 tabs disopan 2 , , , , because i debts more than 25 lac , , , i have not capacity solving this problem . . . . so sir can i now dead ? ? ? please help me for answer this question . ?",medicine
"Assalamoalaikum , i am feeling feverish , have soar throat . What to do ?",symptoms
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । একজন কান বিশেষজ্ঞ দেখান । খিদা পেলে যেটা পছন্দ করে অল্প অল্প করে বার বার দিতে পারেন । ধন্যবাদ ।,doctor
আপনার প্রশ্নের জন্য ধন্যবাদ । ওনার সাথে সরাসরি কথা না বলে সমস্যা সমাধান সম্ভব নয় । বিশদ আলোচনার জন্য আপনি একজন গাইনি চিকিৎসকের পরামর্শ নিন । আপনি এই এপের মাধ্যমে ভিডিও কনফারেন্সে চিকিৎসকের পরামর্শ নিতে পারেন । ধন্যবাদ,doctor
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । Tab Aristosilver 0 + 1 + 0 30 days খাওয়ার পর । লেবুর শরবত , ফলের রস এ দুর্বলতা দ্রুত কাটবে । ডিম , দুধ দিবেন । ধন্যবাদ ।",nutrition
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি ট্যাবলেট ওমেপ্রাজল ২০মিলিগ্রাম সকালে ও রাতে একটা করে খাবার আগে খেতে পারেন । সিরাপ এন্টাসিড প্লাস খাবার পরে খেতে পারেন । একজন গ্যাস্ট্রোএন্টারোলোজিস্ট কে দেখাতে পারেন । ধন্যবাদ ।,nutrition
আসসালামু আলাইকুম । আমার ওয়াইফের পায়ের বৃদ্ধা আঙ্গুলের নখের কোণা ডেবে আঙ্গুল ফুলে পয়জন সৃষ্টি হয়ে গেছে প্রচুর ব্যাথা অনভব হয় এমন অবস্থায় করনীয় কি ?,symptoms
Thank you for asking question . You should consult with an ENT specialist . Thank you,doctor
ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । অবশ্যই দুই বেলা দাঁত মাজবেন । এবং ডেন্টিস্টের পরামর্শ নিবেন । ধন্যবাদ,doctor
আসসালামু আলাইকুম । Vitam D 2000IU table প্রাপ্তবয়স্করা কিভাবে খাবে ? শিশুরা কিভাবে ? প্রতিদিন কয়বার ? বিস্তারিত জান্ন্তে চাই । বাদিউজ্জামান,medicine
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি আদা , মধু , গরম পানি খান । সিরাপ হানিকল দুই চামচ করে তিন বেলা খেতে পারেন । একজন ডাক্তার কে দেখিয়ে নিলে ভাল করবেন । ধন্যবাদ ।",medicine
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । না দেখে তো বলা যায় না তারপরও মনে হচ্ছে acute pharyngitis . আপনি হাল্কা গরম পানি তে লবন মিশিয়ে গড়গড়া করবেন । tab , fexo 120 mg 0 + 0 + 1 . . . ৭ দিন , cap , rofuclav 500mg 1 + 0 + 1 . . . ৫দিন এবং ব্যাথা বা জ্বালা করলে tab , napa extend 1 + 1 + 1 ( খাবার পরে ) . . . ৫দিন খাবেন . । আশা করি কমে যাবে । পরবর্তীতে নাক কান গলা বিশেষজ্ঞের পরামর্শ নিবেন । ঠান্ডা জাতীয় খাবার থেকে বিরত থাকবেন ।",nutrition
ধন্যবাদ আপনাকে প্রশ্নের জন্য । Fexo ৫ দিন চালিয়ে যান । ধন্যবাদ,medicine
"ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । মোনাস ১০ মিগ্রা খান । আপনি গরম পানি লবণ দিয়ে গড়গড়া করুন । আদা চা , মধু , সিভিট খান । গরম পানি খাবেন একটু পর পর ।",medicine
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । ট্যাবলেট ওমেপ্রাজল ২০ মিলিগ্রাম খেতে পারেন । সিরাপ এন্টাসিড প্লাস দুই চামচ করে তিন বেলা খেতে পারেন । ধন্যবাদ ।,medicine
Thank you for your question Tab . Napa500mg 1 + 1 + 1 for 3days . Tab . Fexo120mg 0 + 0 + 1 for5days . Take lemon ginger tea . Tab . Omidon for vomiting 1 + 1 + 1 for1day . Do a dengue NS 1 ag and covid test if symptoms persist for 2more days . Thank you,medicine
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি একজন নাক কান গলা রোগ বিশেষজ্ঞ এর পরামর্ষ নিন । ধন্যবাদ,doctor
"গ্রাহক , ডাক্তার ভাইকে প্রশ্ন করার জন্য আপনাকে ধন্যবাদ । আপনি নিকটস্থ সরকারি হাসপাতালে গিয়ে চর্ম ও যৌন রোগ বিশেষজ্ঞের সাথে সাক্ষাত করে তার পরামর্শ নিতে পারেন এবং সিরিয়ালের জন্য আপনি রিসিপশনের গিয়ে যোগাযোগ করুন । ধন্যবাদ ।",doctor
Thank you for asking your question to daktarbhai . You should consult with gynecologist as early possible .,doctor
"আমার মুখের স্কিন অনেক পাতলা ধরনের । দেখা গেছে অল্প কিছুখন বাহিরে থাকলে স্কিন কাল হয়ে যায় । আবার মুখের স্কিন কালার থেকে গলার স্কিন কালার বেশি কাল , ম্যাচিং করেনা । মুখ এবং গলার স্কিন কালার ধরে রাখার জন্য এবং শাইনিং করার জন্য কি করতে পারি ? ?",symptoms
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি প্যারাসিটামল ১ টা বা ২ টা খাওয়ার পর খেতে পারেন । একজন ডাক্তারকে দেখিয়ে নিন । পানি পান করুন । ধন্যবাদ,medicine
ডাক্তার ভাই এর সাথে থাকার জন্য ধন্যবাদ । কিছু প্রশ্নর উত্তর জানা প্রয়োজনঃঃ - জ্বর আছে কিনা ? - ঢোক গিলতে অসুবিধা হয় কিনা ? - আগে কখনো টনসিলের সমস্যা ছিল কিনা ? ঘরোয়া প্রাথমিক চিকিৎসা - - কুসুম গরম পানি তে এক চিমটি লবণ যোগ করে গড় গড়া করবেন দিনে ৩ - ৪ বার - ঠান্ডা পানি ও খাবার গ্রহণ করা যাবে না - ব্যাথা না কমলে / জ্বর থাকলে ডাক্তারের পরামর্শ অনুযায়ী এন্টিবায়োটিক কোর্স সম্পন্ন করতে হবে । উপরের প্রশ্নের উত্তর গুলো জানাবেন । Dr . < NAME > Mbbs ( DU ),fever
Daktar bhai ke question korar jonno dhonnobad . buker kothai betha hoi ? kotokkhon thake ? kaj korle ki betha bare ? rest a ki betha hoi ? apnar presure koto thake ? Thank you .,symptoms
ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । শিরা অনেক সময় নীল দেখাতে পারে । আর আপনি এক্ষেত্রে একজন ভাস্কুলার সার্জন এর পরামর্শ নিতে পারেন ।,doctor
ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । আপনি viodin ointment দইনে ২ বার ৩ বার ব্যাবহার করবেন । বেশি সমস্যা হলে কোনো চিকিৎসক কে দেখিয়ে ঔষধ খাবেন ।,medicine
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । আপনি দ্রুত ওনার একটা ECG করানোর ব্যাবস্থা করুন আপাতত Tab Bextram gold রাতের বেলা ১ টা করে খাওয়াতে পারেন এই সমস্যার জন্য সরাসরি রোগী দেখা প্রয়োজন আপনি সরাসরি একজন Medicine specialist এর পরামর্শ নিন ধন্যবাদ,medicine
Thanks for your question to daktar Bhai . You have to examine your nipple by a doctor . Then only you will get solution . Thanks,doctor
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । আপনার আম্মার বয়স কত ? sgpt , Fasting blood sugar করে বিশেষজ্ঞ ডাক্তার এর সাথে কথা বলুন । ধন্যবাদ । প্রিয় গ্রাহক , আপনার রোগটির চিকিৎসার জন্য আরও বিস্তারিত তথ্য জানা দরকার । আপনি ডাক্তারভাই এপ্লিকেশন থেকে ' Video Call To A Doctor ' সার্ভিসটি ব্যবহার করে একজন ( * * * ) বিশেষজ্ঞ ডাক্তারের এপয়েন্টমেন্ট নিয়ে ভিডিও কল এ কথা বলতে পারেন এবং ডাক্তারএর লেখা প্রেস্ক্রিপশন আপনি আপনার এপ্লিকেশন এ পেয়ে যাবেন । আরও বিস্তারিত জানতে < NUMBER > তে কল করুন । ধন্যবাদ ।",doctor
আমার ছেলে আজ চার দিন যাবত শুধু জ্বর নাপা এবং সেফ 3 খাওয়াচ্ছি কিন্তু জ্বর কমছে না যখন জ্বর আসে না খাওয়ালে কমে যায় একটু পরে আবার আসে কিন্তু গত রাত থেকে নাপা সাথে সেফ 3 খাওয়ানোর পরেও জ্বর ছাড়ছে না এখন আমি কি করতে পারি জ্বর ছাড়া অন্য কোন উপসর্গ নেই,fever
২ দিন যাবত আমার হাল্কা কাশি এবং কাশি দিলে বুকটা ব্যাথা করে । এবং আমার ঠান্ডা লেগে আছে ৩ / ৪ দিন যাবত নাকে দিয়ে পানি পড়ে । এবং গলা ব্যাথ্যা করে । ।,fever
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । বাচ্চার ওজন উল্লেখ করেননি । বাচ্চাদের ঔষধের ক্ষেত্রে ওজন জানা জরুরী । Napa pediatric drop 1 . 5ml করে দিন দিনে ৩ বার । জ্বর মাপবেন । জ্বর যদি ১০২ * এর বেশি হয় তবে Napa Suppository 125mg এর 3 / 4th দিবেন । ধন্যবাদ ।,fever
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । উনার ইলেক্ট্রলাইট কম বা বেশি হতে পারে । স্ট্রোক হলেও এই সমস্যা হতে পারে । দ্রুত কোনো হাসপাতালে ভর্তি করে চিকিৎসা করুন । ধন্যবাদ ।,emergency
ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । বাচ্চাকে লিকুইড জাতীয় সহজপাচ্য খাবার খাওয়ার খেতে দেবেন এবং পেটে ব্যথা বেশি হলে প্রয়োজনে Syrup Napa 2 চামচ করে খাওয়াতে পারেন । ধন্যবাদ,nutrition
Tab algin 50mg 1 + 1 + 1 for 2 days . Drink plenty of water . Do Urine R / M / E,medicine
মাঝে মাঝে শ্বাস করতে কস্ট হয় ! তখন পেট ফুলে উঠে ! বুকে ব্যাথা অনুভব হয় ! এখন আমার কী করনীয় ?,symptoms
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । Pediatric drop Ambrox 0 . 5ml ড্রপারে করে দিনে দুইবার দিন । ধন্যবাদ ।,medicine
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি টানা এক ঘন্টা স্কিনের মনিটর বা মোবাইলের দিকে তাকিয়ে থাকবেন না । দশ মিনিটের জন্য বিশ্রাম নিবেন । চোখের উপরে প্রশার পরে এমন কাজ করবেন না । পর্যাপ্ত বিশ্রাম নিন । ঠান্ডা পানিতে চোখ পরিষ্কার করুন । একজন চোখের ডাক্তার কে দেখিয়ে নিন । ধন্যবাদ ।,doctor
"for immunity growth , can she ( age - 11 ) eat zedex 20mg tablet daily one time ?",medicine
"বাচ্চার বয়স ৭৬ দিন , সারা দিন ভালো থাকে রাত হলে অনেক মোচর শুরু হয় , ভিতর থেকে বাতাস বের হয় , হালকা সর্দি আসে , পায়খানা শক্ত আছে এবং রাতে গুমায় না , এখন কি করা যাবে ?",fever
amar baby er age 14 months take geser jonno kon osod dibo .,symptoms
amr matha onk batha kre . pray somoy goeay ekhn ami ki krte pari,symptoms
কম আসছে । । । গাইনী বিশেষজ্ঞ চিকিৎসকের পরামর্শ নিয়েছি । । কয়েকটি ঔষধ প্রেসক্রিপশন করেছেন । ।,doctor
আপনার প্রশ্নের জন্য ধন্যবাদ । এটা ঘুমের ওষুধ । সমস্যা হবার কথা না । বিশদ আলোচনার জন্য আপনি একজন গাইনি চিকিৎসকের পরামর্শ নিন । আপনি এই এপের মাধ্যমে ভিডিও কনফারেন্সে চিকিৎসকের পরামর্শ নিতে পারেন । ধন্যবাদ,doctor
আমার মেয়ের বয়স ১৮ সে কিছু খেতে চায় না সে দিন দিন চিকন হচ্ছে তাকে দিনে কত ঘন্টা পর পর খাবার দেয়া যায় আর কি ভিটামিন খাওয়ানো যায়,nutrition
ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । আপনি Tab - monas 10 mg 0 + 0 + 1 15 দিন । Tab - fexo 120 mg 0 + 0 + 1 ৭ দিন খেতে পারেন ।,medicine
Tab . Metro 400 mg - - 1 + 1 + 1 for 3 days . It may help you . Thanks . .,medicine
গতকাল রাতে চোখের ভিতর ( উপরিভাগে ) বালু কনা জাতীয় কিছু একটা যায় । আমি পানির ঝাপটা ও নরম কাপড় দিয়ে মুছে বের করার চেষ্টা করে ব‍্যার্থ হই । তাছাড়া opsophenical 0 . 05 % ড্রপ ব‍্যবহার করি । কিন্তু কোন ফল হচ্ছে না । দয়া করে পরিমর্শ প্রদান করলে উপকৃত হব । ধন্যবাদ,nutrition
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি পায়খানা পরীক্ষা করান । ডায়াবেটিস পরীক্ষা করান । আপনার সমস্যা না দেখে , পরীক্ষা না করে বোঝা যাচ্ছে না । একজন মেডিসিন বিশেষজ্ঞ ডাক্তার কে দেখান । ধন্যবাদ ।",symptoms
"amr meyer age 2 . 9 month , khai valo kintu sorir durbol . ki khawaite pari . Horlicks khwano jabe ki ?",symptoms
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি একজন নাক কান গলা বিশেষজ্ঞের সাথে সরাসরি পরামর্শ করুন , পরীক্ষা না করে , না দেখে সমাধান দেয়া সম্ভব না । ধন্যবাদ ।",doctor
Is it needed to take gastic tablet after taking paracetamol like napa - extra ? ?,medicine
গতকাল রাতে কনডম ছাড়া মিলন করছি কিন্তু ব্রীয বাহিরে ফেলেছি এখন আমার বউয়ের মাসিক শুরু হয়েছে এখন কি জন্মবিরতিকরন বরি নোরিস্ক খাওয়ানো যাবে আপা,medicine
"ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Tab Bicozin দুইবেলা 15 দিন খেতে পারেন । Tab Filwel Gold একবেলা এক মাস খেতে পারেন । বেশি করে পানি , শাকসবজি ফলমূল খাবেন । নিয়মিত 15 থেকে 30 মিনিট শারীরিক এক্সারসাইজ করুন । ধন্যবাদ",nutrition
amar bachar boyos 5month 15days gotokal rat thake or patla paykhana hocha . orsaline khawache sathe ki osshud dite pari ? janale upokreto hobo .,symptoms
ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । আপাতত বাচ্চাকে Syp Ambrox 1 / 2 TSF twice daily for 7 days দিবেন । লক্ষ্য রাখুন বাচ্চা ঠিকমত খাচ্ছে কিনা । কাশি না কমলে অবশ্যই শিশু বিশেষজ্ঞের পরামর্শ নিন । ধন্যবাদ ।,fever
হা বাট হয়নি । স্যার আমার লিঙ্গের একটা বিচি ছোট বড় হয় আমার এই খানে এক্সারা করিয়েছিলাম ডাক্তার বলে বিচি এঙ্গেল আছে ঔধ ও খেয়েছি বাট ভালো ফল পাইনি । আমার কি বাচ্চা হওয়ার সম্ভবনা আছে ? ? আমার বয়োস এখোন প্রায় ২৭ । ওজন ৬৭ কেজি উচ্চতা ৫ ফুট ৬ ইনছি ।,nutrition
"আমি কিছুক্ষণ আগে ডিপ্রেশনে থাকাকালীন Epitra 2 mg চারটা ট্যাবলেট খেয়ে ফেলেছি । এখন আমার পুরো শরীর অবশ হয়ে আসছে , প্রচুর ঘুম আসতেছে , আর মাথা প্রচন্ড ঘোরাচ্ছে । এখন আমি কি করব ?",medicine
আমার বয়স ৪০ বছর । গত প্রায় এক বছর ধরে আমার ঘাড়ের বাম পাশে পেরেকের মত কিছু একটা ফুটে আছে বলে অনুভূত হয় । বাম পাশে তাকাতে বা নামাজের সময় সালাম ফেরাতে খুব অসুবিধা হয় । কিছুক্ষণ বসে থাকলেও অসুবিধা হয় । তো এক্ষেত্রে করণীয় কি ? ? ?,symptoms
"ধন্যবাদ আপনার প্রশ্নের জন্য । না দেখে সমাধান দেয়া যাচ্ছে না । এই এপের মাধ্যমে ভিডিও কনফারেন্সে নাক , কান , গলা বিশেষজ্ঞ দেখিয়ে পরামর্শ নিতে হবে ধন্যবাদ",doctor
My backpain is incresing day by day as I am a salesman I had to ride byke a lot . Any suggestions for recovering this types of problems .,symptoms
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি ট্যাবলেট নাপা এক্সটেন্ড ৬৬৫ মিলিগ্রাম একটা করে দুই বেলা খাওয়াতে পারেন । ধন্যবাদ ।,medicine
"সার , আমার পায়ে ছোট ছোট লাল গুটি উঠেছে এবং চুলকায় । এর সমাধান ।",symptoms
ধন্যবাদ আপনার প্রশ্নের জন্য । বেশি ব্লিডীং হয় কি না দেখুন । বেশি হলে অতিসত্বর নিকটবর্তী হাসপাতালের জরুরি বিভাগে যান । ধন্যবাদ,emergency
